"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"1","построение и обслуживание структурированных кабельных систем (СКС)","4753658","162","2376829"
"1","создание и поддержка интеллектуальных медиасистем","1064544","73","354848"
"1","телефония","8753176","42","2917725"
"1","создание виртуального офиса","9796459","197","4898229"
"1","организация резервного копирования","4463533","318","2231766"
"1","администрирование сетей и серверов","9660745","123","3220248"
"1","техническая поддержка рабочих станций и ИТ сервисов","5953132","37","2976566"
"1","веб-разработка","3405386","202","1702693"
"1","создание мобильных систем","2162206","182","720735"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","3479912","75","1159970"
"1","организацию антивирусной защиты","4637730","77","1545910"
"1","решения касающиеся сетевой безопасности и отражения угроз","2441359","106","1220679"
"1","организация систем видеонаблюдения","7632341","330","3816170"
"1","построение и обслуживание структурированных кабельных систем (СКС)","8899817","235","2966605"
"1","создание и поддержка интеллектуальных медиасистем","9286725","181","4643362"
"1","телефония","6977248","356","3488624"
"1","создание виртуального офиса","9082347","305","4541173"
"1","организация резервного копирования","3654545","80","1218181"
"1","администрирование сетей и серверов","7083971","231","2361323"
"1","техническая поддержка рабочих станций и ИТ сервисов","4295610","353","1431870"
"1","веб-разработка","4047728","199","1349242"
"1","создание мобильных систем","3861314","81","1287104"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","9072099","159","3024033"
"1","организацию антивирусной защиты","6476037","165","2158679"
"1","решения касающиеся сетевой безопасности и отражения угроз","2718713","255","906237"
"1","организация систем видеонаблюдения","2795101","213","1397550"
"1","построение и обслуживание структурированных кабельных систем (СКС)","3665280","39","1832640"
"1","создание и поддержка интеллектуальных медиасистем","4566754","127","2283377"
"1","телефония","7619332","214","3809666"
"1","создание виртуального офиса","9512930","39","4756465"
"1","организация резервного копирования","5242753","154","1747584"
"1","администрирование сетей и серверов","9780480","274","4890240"
"1","техническая поддержка рабочих станций и ИТ сервисов","274569","225","137284"
"1","веб-разработка","3655635","123","1218545"
"1","создание мобильных систем","8697271","172","4348635"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","569742","231","189914"
"1","организацию антивирусной защиты","8057183","305","2685727"
"1","решения касающиеся сетевой безопасности и отражения угроз","2854040","337","951346"
"1","организация систем видеонаблюдения","8975762","55","2991920"
"1","построение и обслуживание структурированных кабельных систем (СКС)","4675851","341","1558617"
"1","создание и поддержка интеллектуальных медиасистем","9449095","145","4724547"
"1","телефония","7688379","24","2562793"
"1","создание виртуального офиса","4370112","190","1456704"
"1","организация резервного копирования","3096282","153","1032094"
"1","администрирование сетей и серверов","6877305","152","3438652"
"1","техническая поддержка рабочих станций и ИТ сервисов","5166035","103","2583017"
"1","веб-разработка","5105123","97","1701707"
"1","создание мобильных систем","6789426","223","3394713"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1410218","343","470072"
"1","организацию антивирусной защиты","7683550","284","2561183"
"1","решения касающиеся сетевой безопасности и отражения угроз","235214","276","117607"
"1","организация систем видеонаблюдения","9626801","181","4813400"
"1","построение и обслуживание структурированных кабельных систем (СКС)","5548119","201","1849373"
"1","создание и поддержка интеллектуальных медиасистем","7996966","60","3998483"
"1","телефония","2365500","330","1182750"
"1","создание виртуального офиса","8678352","234","2892784"
"1","организация резервного копирования","7700848","173","2566949"
"1","администрирование сетей и серверов","3644423","27","1822211"
"1","техническая поддержка рабочих станций и ИТ сервисов","7863917","135","3931958"
"1","веб-разработка","3697649","71","1232549"
"1","создание мобильных систем","2658212","81","1329106"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","8112423","129","2704141"
"1","организацию антивирусной защиты","3426909","43","1713454"
"1","решения касающиеся сетевой безопасности и отражения угроз","3864149","301","1288049"
"1","организация систем видеонаблюдения","9879428","54","4939714"
"1","построение и обслуживание структурированных кабельных систем (СКС)","8406851","63","4203425"
"1","создание и поддержка интеллектуальных медиасистем","779043","208","259681"
"1","телефония","1038666","183","519333"
"1","создание виртуального офиса","7095927","206","3547963"
"1","организация резервного копирования","4792139","356","1597379"
"1","администрирование сетей и серверов","2872067","203","1436033"
"1","техническая поддержка рабочих станций и ИТ сервисов","2718369","134","1359184"
"1","веб-разработка","2652058","56","1326029"
"1","создание мобильных систем","6938788","360","2312929"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","6793072","113","2264357"
"1","организацию антивирусной защиты","3221150","125","1073716"
"1","решения касающиеся сетевой безопасности и отражения угроз","1318225","207","439408"
"1","организация систем видеонаблюдения","2291436","253","1145718"
"1","построение и обслуживание структурированных кабельных систем (СКС)","2229986","188","743328"
"1","создание и поддержка интеллектуальных медиасистем","7268457","176","2422819"
"1","телефония","1609391","183","536463"
"1","создание виртуального офиса","590426","70","196808"
"1","организация резервного копирования","3349135","233","1116378"
"1","администрирование сетей и серверов","8777154","57","4388577"
"1","техническая поддержка рабочих станций и ИТ сервисов","4233534","158","2116767"
"1","веб-разработка","9386786","265","3128928"
"1","создание мобильных систем","704522","325","234840"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","5591953","350","2795976"
"1","организацию антивирусной защиты","8718635","37","4359317"
"1","решения касающиеся сетевой безопасности и отражения угроз","4589880","335","1529960"
"1","организация систем видеонаблюдения","9068085","247","3022695"
"1","построение и обслуживание структурированных кабельных систем (СКС)","6253403","327","3126701"
"1","создание и поддержка интеллектуальных медиасистем","8497393","330","2832464"
"1","телефония","125229","284","62614"
"1","создание виртуального офиса","3825443","118","1912721"
"1","организация резервного копирования","596593","197","198864"
"1","администрирование сетей и серверов","220576","153","110288"
"1","техническая поддержка рабочих станций и ИТ сервисов","1608533","270","804266"
"1","веб-разработка","7534607","116","2511535"
"1","создание мобильных систем","3263394","216","1631697"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1168489","68","389496"
"1","организацию антивирусной защиты","3602985","182","1200995"
"1","решения касающиеся сетевой безопасности и отражения угроз","4345106","141","1448368"
"1","организация систем видеонаблюдения","8796912","278","2932304"
"1","построение и обслуживание структурированных кабельных систем (СКС)","9874314","75","3291438"
"1","создание и поддержка интеллектуальных медиасистем","8629159","182","2876386"
"1","телефония","5646629","227","2823314"
"1","создание виртуального офиса","3603712","267","1201237"
"1","организация резервного копирования","9492945","327","3164315"
"1","администрирование сетей и серверов","1532855","59","766427"
"1","техническая поддержка рабочих станций и ИТ сервисов","9044852","151","3014950"
"1","веб-разработка","5385355","96","2692677"
"1","создание мобильных систем","455150","327","151716"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","8931817","310","4465908"
"1","организацию антивирусной защиты","1054907","91","351635"
"1","решения касающиеся сетевой безопасности и отражения угроз","7063250","279","3531625"
"1","организация систем видеонаблюдения","8735673","14","4367836"
"1","построение и обслуживание структурированных кабельных систем (СКС)","7350938","191","2450312"
"1","создание и поддержка интеллектуальных медиасистем","5286816","330","2643408"
"1","телефония","6039246","320","2013082"
"1","создание виртуального офиса","9441853","69","4720926"
"1","организация резервного копирования","9324406","203","4662203"
"1","администрирование сетей и серверов","192044","220","64014"
"1","техническая поддержка рабочих станций и ИТ сервисов","8560389","90","2853463"
"1","веб-разработка","7129632","247","2376544"
"1","создание мобильных систем","1046583","268","523291"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","3707335","285","1235778"
"1","организацию антивирусной защиты","6493753","148","2164584"
"1","решения касающиеся сетевой безопасности и отражения угроз","5344112","300","1781370"
"1","организация систем видеонаблюдения","9715147","301","4857573"
"1","построение и обслуживание структурированных кабельных систем (СКС)","6197839","265","3098919"
"1","создание и поддержка интеллектуальных медиасистем","2516026","147","838675"
"1","телефония","4162475","198","2081237"
"1","создание виртуального офиса","5872051","246","1957350"
"1","организация резервного копирования","159285","340","53095"
"1","администрирование сетей и серверов","6855708","363","2285236"
"1","техническая поддержка рабочих станций и ИТ сервисов","2060874","91","1030437"
"1","веб-разработка","8629064","242","2876354"
"1","создание мобильных систем","1059796","313","529898"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","3870531","254","1935265"
"1","организацию антивирусной защиты","5132172","307","2566086"
"1","решения касающиеся сетевой безопасности и отражения угроз","5950457","181","2975228"
"1","организация систем видеонаблюдения","7310767","42","3655383"
"1","построение и обслуживание структурированных кабельных систем (СКС)","7541530","210","3770765"
"1","создание и поддержка интеллектуальных медиасистем","7228571","30","3614285"
"1","телефония","9232495","196","3077498"
"1","создание виртуального офиса","6634853","295","2211617"
"1","организация резервного копирования","6923780","336","2307926"
"1","администрирование сетей и серверов","8545181","171","4272590"
"1","техническая поддержка рабочих станций и ИТ сервисов","5825105","136","2912552"
"1","веб-разработка","7434387","52","2478129"
"1","создание мобильных систем","1330250","270","443416"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","3994234","318","1331411"
"1","организацию антивирусной защиты","5395939","194","2697969"
"1","решения касающиеся сетевой безопасности и отражения угроз","4586279","275","2293139"
"1","организация систем видеонаблюдения","455090","70","227545"
"1","построение и обслуживание структурированных кабельных систем (СКС)","8741220","228","4370610"
"1","создание и поддержка интеллектуальных медиасистем","9704329","295","4852164"
"1","телефония","9752253","217","4876126"
"1","создание виртуального офиса","5503440","155","1834480"
"1","организация резервного копирования","6710823","334","2236941"
"1","администрирование сетей и серверов","3196746","351","1065582"
"1","техническая поддержка рабочих станций и ИТ сервисов","430680","183","215340"
"1","веб-разработка","4993815","174","2496907"
"1","создание мобильных систем","8873487","159","4436743"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","2419888","349","806629"
"1","организацию антивирусной защиты","2248062","73","1124031"
"1","решения касающиеся сетевой безопасности и отражения угроз","6818440","141","2272813"
"1","организация систем видеонаблюдения","3925841","297","1308613"
"1","построение и обслуживание структурированных кабельных систем (СКС)","7533611","238","2511203"
"1","создание и поддержка интеллектуальных медиасистем","2661712","181","887237"
"1","телефония","3609291","287","1804645"
"1","создание виртуального офиса","7685175","132","3842587"
"1","организация резервного копирования","5074933","104","1691644"
"1","администрирование сетей и серверов","7286021","16","2428673"
"1","техническая поддержка рабочих станций и ИТ сервисов","4872315","17","2436157"
"1","веб-разработка","8194347","54","2731449"
"1","создание мобильных систем","5485168","113","1828389"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","818914","109","272971"
"1","организацию антивирусной защиты","3168924","258","1584462"
"1","решения касающиеся сетевой безопасности и отражения угроз","7294622","321","3647311"
"1","организация систем видеонаблюдения","5004364","220","1668121"
"1","построение и обслуживание структурированных кабельных систем (СКС)","620632","222","206877"
"1","создание и поддержка интеллектуальных медиасистем","6430248","363","3215124"
"1","телефония","2917174","148","1458587"
"1","создание виртуального офиса","3424037","148","1712018"
"1","организация резервного копирования","1868730","345","934365"
"1","администрирование сетей и серверов","7120038","336","3560019"
"1","техническая поддержка рабочих станций и ИТ сервисов","3096722","176","1032240"
"1","веб-разработка","8235656","262","2745218"
"1","создание мобильных систем","9298393","56","4649196"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","3629628","167","1814814"
"1","организацию антивирусной защиты","610075","57","203358"
"1","решения касающиеся сетевой безопасности и отражения угроз","7877302","359","3938651"
"1","организация систем видеонаблюдения","159037","302","79518"
"1","построение и обслуживание структурированных кабельных систем (СКС)","5001787","43","1667262"
"1","создание и поддержка интеллектуальных медиасистем","8092074","116","2697358"
"1","телефония","5115074","110","1705024"
"1","создание виртуального офиса","9172195","122","4586097"
"1","организация резервного копирования","3010745","262","1003581"
"1","администрирование сетей и серверов","4398992","147","1466330"
"1","техническая поддержка рабочих станций и ИТ сервисов","4470580","272","1490193"
"1","веб-разработка","7508366","212","2502788"
"1","создание мобильных систем","2059485","135","1029742"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","5771653","126","2885826"
"1","организацию антивирусной защиты","4494640","217","1498213"
"1","решения касающиеся сетевой безопасности и отражения угроз","3341003","195","1670501"
"1","организация систем видеонаблюдения","5045714","17","1681904"
"1","построение и обслуживание структурированных кабельных систем (СКС)","3497200","333","1165733"
"1","создание и поддержка интеллектуальных медиасистем","3793616","338","1896808"
"1","телефония","6919141","154","3459570"
"1","создание виртуального офиса","1711550","253","570516"
"1","организация резервного копирования","7730448","275","2576816"
"1","администрирование сетей и серверов","6893390","201","2297796"
"1","техническая поддержка рабочих станций и ИТ сервисов","5937057","120","1979019"
"1","веб-разработка","8625421","354","2875140"
"1","создание мобильных систем","8711077","152","2903692"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","5616638","252","2808319"
"1","организацию антивирусной защиты","6489687","195","2163229"
"1","решения касающиеся сетевой безопасности и отражения угроз","2346470","255","782156"
"1","организация систем видеонаблюдения","4337150","363","1445716"
"1","построение и обслуживание структурированных кабельных систем (СКС)","171032","131","57010"
"1","создание и поддержка интеллектуальных медиасистем","7550670","66","2516890"
"1","телефония","3622879","119","1207626"
"1","создание виртуального офиса","7663200","176","2554400"
"1","организация резервного копирования","9845139","202","3281713"
"1","администрирование сетей и серверов","1419635","76","709817"
"1","техническая поддержка рабочих станций и ИТ сервисов","4422700","321","2211350"
"1","веб-разработка","5168815","80","2584407"
"1","создание мобильных систем","3313485","268","1656742"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","7170326","149","3585163"
"1","организацию антивирусной защиты","8202547","32","2734182"
"1","решения касающиеся сетевой безопасности и отражения угроз","5388220","69","2694110"
"1","организация систем видеонаблюдения","6784295","321","2261431"
"1","построение и обслуживание структурированных кабельных систем (СКС)","7579297","244","2526432"
"1","создание и поддержка интеллектуальных медиасистем","5811419","198","2905709"
"1","телефония","2752555","203","917518"
"1","создание виртуального офиса","1006381","306","335460"
"1","организация резервного копирования","2093621","360","1046810"
"1","администрирование сетей и серверов","2112675","222","704225"
"1","техническая поддержка рабочих станций и ИТ сервисов","8931296","359","4465648"
"1","веб-разработка","5556948","27","2778474"
"1","создание мобильных систем","9949826","342","3316608"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","3047855","173","1015951"
"1","организацию антивирусной защиты","7313894","178","2437964"
"1","решения касающиеся сетевой безопасности и отражения угроз","521179","93","260589"
"1","организация систем видеонаблюдения","5721379","20","2860689"
"1","построение и обслуживание структурированных кабельных систем (СКС)","3059100","47","1529550"
"1","создание и поддержка интеллектуальных медиасистем","4079803","113","1359934"
"1","телефония","4991092","58","1663697"
"1","создание виртуального офиса","857717","328","285905"
"1","организация резервного копирования","3641621","350","1820810"
"1","администрирование сетей и серверов","6449756","363","2149918"
"1","техническая поддержка рабочих станций и ИТ сервисов","6252700","204","3126350"
"1","веб-разработка","7718770","34","3859385"
"1","создание мобильных систем","6644158","27","3322079"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","5789032","303","2894516"
"1","организацию антивирусной защиты","4368486","361","1456162"
"1","решения касающиеся сетевой безопасности и отражения угроз","7910573","169","2636857"
"1","организация систем видеонаблюдения","9923694","285","3307898"
"1","построение и обслуживание структурированных кабельных систем (СКС)","6962899","307","3481449"
"1","создание и поддержка интеллектуальных медиасистем","7867574","314","2622524"
"1","телефония","6260108","27","2086702"
"1","создание виртуального офиса","224634","165","74878"
"1","организация резервного копирования","1314090","205","438030"
"1","администрирование сетей и серверов","9925480","329","3308493"
"1","техническая поддержка рабочих станций и ИТ сервисов","4342717","28","2171358"
"1","веб-разработка","475499","16","237749"
"1","создание мобильных систем","9128957","104","4564478"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","2686129","313","1343064"
"1","организацию антивирусной защиты","7886999","144","3943499"
"1","решения касающиеся сетевой безопасности и отражения угроз","403538","241","201769"
"1","организация систем видеонаблюдения","1609998","353","536666"
"1","построение и обслуживание структурированных кабельных систем (СКС)","4248126","71","2124063"
"1","создание и поддержка интеллектуальных медиасистем","1371310","264","457103"
"1","телефония","2689010","152","1344505"
"1","создание виртуального офиса","4094517","266","2047258"
"1","организация резервного копирования","7296697","364","2432232"
"1","администрирование сетей и серверов","8608946","282","4304473"
"1","техническая поддержка рабочих станций и ИТ сервисов","880475","28","293491"
"1","веб-разработка","1814381","191","604793"
"1","создание мобильных систем","3915466","199","1305155"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","9666533","120","4833266"
"1","организацию антивирусной защиты","7326263","29","3663131"
"1","решения касающиеся сетевой безопасности и отражения угроз","8373279","198","2791093"
"1","организация систем видеонаблюдения","176729","134","88364"
"1","построение и обслуживание структурированных кабельных систем (СКС)","9248247","116","3082749"
"1","создание и поддержка интеллектуальных медиасистем","5027485","31","1675828"
"1","телефония","2235048","139","745016"
"1","создание виртуального офиса","2601361","198","1300680"
"1","организация резервного копирования","5605664","325","1868554"
"1","администрирование сетей и серверов","2333923","355","1166961"
"1","техническая поддержка рабочих станций и ИТ сервисов","1266954","358","633477"
"1","веб-разработка","3229248","48","1614624"
"1","создание мобильных систем","2133561","24","1066780"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1052241","33","350747"
"1","организацию антивирусной защиты","6940108","105","3470054"
"1","решения касающиеся сетевой безопасности и отражения угроз","3117852","147","1558926"
"1","организация систем видеонаблюдения","5839671","298","2919835"
"1","построение и обслуживание структурированных кабельных систем (СКС)","6294417","49","2098139"
"1","создание и поддержка интеллектуальных медиасистем","6927183","50","2309061"
"1","телефония","6056096","178","2018698"
"1","создание виртуального офиса","5773285","94","2886642"
"1","организация резервного копирования","9441410","111","3147136"
"1","администрирование сетей и серверов","1257678","248","628839"
"1","техническая поддержка рабочих станций и ИТ сервисов","8184563","28","2728187"
"1","веб-разработка","3866589","151","1933294"
"1","создание мобильных систем","3289419","113","1644709"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","9027120","272","3009040"
"1","организацию антивирусной защиты","2027145","244","675715"
"1","решения касающиеся сетевой безопасности и отражения угроз","7947426","212","3973713"
"1","организация систем видеонаблюдения","9649452","157","4824726"
"1","построение и обслуживание структурированных кабельных систем (СКС)","3481710","188","1740855"
"1","создание и поддержка интеллектуальных медиасистем","8035875","254","2678625"
"1","телефония","9799261","46","3266420"
"1","создание виртуального офиса","9029713","46","4514856"
"1","организация резервного копирования","5805627","186","2902813"
"1","администрирование сетей и серверов","7520562","286","2506854"
"1","техническая поддержка рабочих станций и ИТ сервисов","5012306","25","2506153"
"1","веб-разработка","5281376","196","2640688"
"1","создание мобильных систем","2027253","51","675751"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1541753","187","513917"
"1","организацию антивирусной защиты","9588831","216","4794415"
"1","решения касающиеся сетевой безопасности и отражения угроз","5007953","119","2503976"
"1","организация систем видеонаблюдения","6427943","350","3213971"
"1","построение и обслуживание структурированных кабельных систем (СКС)","1920880","319","640293"
"1","создание и поддержка интеллектуальных медиасистем","250129","105","83376"
"1","телефония","3348413","105","1674206"
"1","создание виртуального офиса","360664","21","120221"
"1","организация резервного копирования","6975973","47","3487986"
"1","администрирование сетей и серверов","8483778","64","2827926"
"1","техническая поддержка рабочих станций и ИТ сервисов","8521839","208","4260919"
"1","веб-разработка","7675508","57","3837754"
"1","создание мобильных систем","5822685","115","1940895"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","5737843","24","2868921"
"1","организацию антивирусной защиты","2169016","202","723005"
"1","решения касающиеся сетевой безопасности и отражения угроз","8038356","175","4019178"
"1","организация систем видеонаблюдения","2491096","236","830365"
"1","построение и обслуживание структурированных кабельных систем (СКС)","676193","98","338096"
"1","создание и поддержка интеллектуальных медиасистем","5046111","321","1682037"
"1","телефония","3446860","292","1723430"
"1","создание виртуального офиса","1344466","196","672233"
"1","организация резервного копирования","9681991","99","3227330"
"1","администрирование сетей и серверов","6970324","327","3485162"
"1","техническая поддержка рабочих станций и ИТ сервисов","5770770","329","2885385"
"1","веб-разработка","9007749","342","4503874"
"1","создание мобильных систем","7051888","282","3525944"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","5224133","71","1741377"
"1","организацию антивирусной защиты","5596070","238","2798035"
"1","решения касающиеся сетевой безопасности и отражения угроз","7626828","79","2542276"
"1","организация систем видеонаблюдения","1702296","341","851148"
"1","построение и обслуживание структурированных кабельных систем (СКС)","6774666","183","2258222"
"1","создание и поддержка интеллектуальных медиасистем","4032834","31","1344278"
"1","телефония","7514723","345","3757361"
"1","создание виртуального офиса","1999454","186","666484"
"1","организация резервного копирования","662011","290","220670"
"1","администрирование сетей и серверов","2466335","143","822111"
"1","техническая поддержка рабочих станций и ИТ сервисов","4650858","325","1550286"
"1","веб-разработка","1242216","149","621108"
"1","создание мобильных систем","9674370","89","3224790"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","4201025","61","1400341"
"1","организацию антивирусной защиты","5038216","350","1679405"
"1","решения касающиеся сетевой безопасности и отражения угроз","6902035","69","2300678"
"1","организация систем видеонаблюдения","3180491","297","1590245"
"1","построение и обслуживание структурированных кабельных систем (СКС)","3270881","276","1635440"
"1","создание и поддержка интеллектуальных медиасистем","3759852","231","1253284"
"1","телефония","331444","34","110481"
"1","создание виртуального офиса","1776120","115","888060"
"1","организация резервного копирования","7418965","175","2472988"
"1","администрирование сетей и серверов","1456911","123","485637"
"1","техническая поддержка рабочих станций и ИТ сервисов","7551408","272","3775704"
"1","веб-разработка","6058256","163","3029128"
"1","создание мобильных систем","6885853","182","2295284"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","7178101","265","2392700"
"1","организацию антивирусной защиты","8105653","25","2701884"
"1","решения касающиеся сетевой безопасности и отражения угроз","9263351","183","4631675"
"1","организация систем видеонаблюдения","3823693","125","1911846"
"1","построение и обслуживание структурированных кабельных систем (СКС)","4462163","291","2231081"
"1","создание и поддержка интеллектуальных медиасистем","2832211","293","1416105"
"1","телефония","5038073","27","2519036"
"1","создание виртуального офиса","309042","266","154521"
"1","организация резервного копирования","305354","104","152677"
"1","администрирование сетей и серверов","6005915","85","2001971"
"1","техническая поддержка рабочих станций и ИТ сервисов","5659232","104","1886410"
"1","веб-разработка","2341571","165","780523"
"1","создание мобильных систем","3924145","141","1962072"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","3334258","107","1111419"
"1","организацию антивирусной защиты","1594118","64","797059"
"1","решения касающиеся сетевой безопасности и отражения угроз","4507686","95","2253843"
"1","организация систем видеонаблюдения","3397265","61","1132421"
"1","построение и обслуживание структурированных кабельных систем (СКС)","6469361","342","2156453"
"1","создание и поддержка интеллектуальных медиасистем","2441412","256","813804"
"1","телефония","7673115","110","2557705"
"1","создание виртуального офиса","7883689","275","2627896"
"1","организация резервного копирования","7371069","138","3685534"
"1","администрирование сетей и серверов","8319432","29","2773144"
"1","техническая поддержка рабочих станций и ИТ сервисов","7884393","318","2628131"
"1","веб-разработка","8114290","23","2704763"
"1","создание мобильных систем","4159198","244","2079599"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","5589477","228","2794738"
"1","организацию антивирусной защиты","789571","56","263190"
"1","решения касающиеся сетевой безопасности и отражения угроз","3750269","321","1250089"
"1","организация систем видеонаблюдения","1294686","53","647343"
"1","построение и обслуживание структурированных кабельных систем (СКС)","757829","42","252609"
"1","создание и поддержка интеллектуальных медиасистем","5133495","300","2566747"
"1","телефония","8735993","272","2911997"
"1","создание виртуального офиса","4645503","330","1548501"
"1","организация резервного копирования","167033","225","83516"
"1","администрирование сетей и серверов","1911763","122","955881"
"1","техническая поддержка рабочих станций и ИТ сервисов","5959760","102","2979880"
"1","веб-разработка","6428921","97","2142973"
"1","создание мобильных систем","3413073","269","1137691"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1603284","121","534428"
"1","организацию антивирусной защиты","1742385","94","580795"
"1","решения касающиеся сетевой безопасности и отражения угроз","6020624","263","2006874"
"1","организация систем видеонаблюдения","3160742","184","1580371"
"1","построение и обслуживание структурированных кабельных систем (СКС)","2094604","63","1047302"
"1","создание и поддержка интеллектуальных медиасистем","7231272","285","2410424"
"1","телефония","9241902","235","3080634"
"1","создание виртуального офиса","7160725","305","3580362"
"1","организация резервного копирования","3523183","312","1761591"
"1","администрирование сетей и серверов","7303401","331","2434467"
"1","техническая поддержка рабочих станций и ИТ сервисов","1315714","51","438571"
"1","веб-разработка","4280775","245","1426925"
"1","создание мобильных систем","7147130","162","3573565"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","5346029","127","1782009"
