"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"2469142237839591980","организацию антивирусной защиты","2017349","361","1008674"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","5888075","255","2944037"
"-3680269178049521279","организация систем видеонаблюдения","5470614","91","2735307"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","849739","362","283246"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","2234925","347","744975"
"251320525167778322","телефония","9127534","346","3042511"
"-4590959470529102714","создание виртуального офиса","8331474","332","4165737"
"-6289304117607109823","организация резервного копирования","3122615","321","1040871"
"2965058785176708706","администрирование сетей и серверов","8078356","62","2692785"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","6056017","353","2018672"
"2994302052304582332","веб-разработка","2039960","256","1019980"
"-2038546902307346515","создание мобильных систем","4662884","104","2331442"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","4351348","127","1450449"
"2469142237839591980","организацию антивирусной защиты","4300130","267","1433376"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","7181408","46","3590704"
"-3680269178049521279","организация систем видеонаблюдения","1043159","14","347719"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","4248473","314","2124236"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","8513082","115","4256541"
"251320525167778322","телефония","9041175","151","3013725"
"-4590959470529102714","создание виртуального офиса","2038237","280","1019118"
"-6289304117607109823","организация резервного копирования","8525609","212","4262804"
"2965058785176708706","администрирование сетей и серверов","2920376","323","973458"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","2171756","295","723918"
"2994302052304582332","веб-разработка","6559408","283","3279704"
"-2038546902307346515","создание мобильных систем","1039077","63","346359"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","4187774","65","2093887"
"2469142237839591980","организацию антивирусной защиты","2299655","284","1149827"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","1366691","254","455563"
"-3680269178049521279","организация систем видеонаблюдения","3995207","225","1997603"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","3225826","142","1075275"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","3842329","54","1921164"
"251320525167778322","телефония","7834251","18","2611417"
"-4590959470529102714","создание виртуального офиса","6951179","50","3475589"
"-6289304117607109823","организация резервного копирования","5577810","181","1859270"
"2965058785176708706","администрирование сетей и серверов","7217775","244","2405925"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","5884074","99","1961358"
"2994302052304582332","веб-разработка","3642602","200","1214200"
"-2038546902307346515","создание мобильных систем","1747752","352","582584"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6870848","105","3435424"
"2469142237839591980","организацию антивирусной защиты","8756952","73","2918984"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","7422978","337","2474326"
"-3680269178049521279","организация систем видеонаблюдения","9551141","23","3183713"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","783398","77","391699"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","978640","339","489320"
"251320525167778322","телефония","7257873","301","2419291"
"-4590959470529102714","создание виртуального офиса","8573260","346","4286630"
"-6289304117607109823","организация резервного копирования","2358313","315","786104"
"2965058785176708706","администрирование сетей и серверов","5955316","70","1985105"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","8046752","113","2682250"
"2994302052304582332","веб-разработка","1813014","112","604338"
"-2038546902307346515","создание мобильных систем","694750","84","231583"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","3653821","59","1217940"
"2469142237839591980","организацию антивирусной защиты","5634254","265","1878084"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","7057455","52","2352485"
"-3680269178049521279","организация систем видеонаблюдения","8852421","212","2950807"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","2256608","214","752202"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","8582209","42","2860736"
"251320525167778322","телефония","4107453","229","2053726"
"-4590959470529102714","создание виртуального офиса","7656872","337","2552290"
"-6289304117607109823","организация резервного копирования","7497967","110","3748983"
"2965058785176708706","администрирование сетей и серверов","5268484","34","2634242"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","3065408","131","1532704"
"2994302052304582332","веб-разработка","2375834","200","791944"
"-2038546902307346515","создание мобильных систем","841405","96","420702"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","3852649","293","1284216"
"2469142237839591980","организацию антивирусной защиты","661735","358","220578"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","2947914","187","982638"
"-3680269178049521279","организация систем видеонаблюдения","3614605","208","1807302"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","3637087","92","1818543"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","3377914","162","1688957"
"251320525167778322","телефония","4239917","215","2119958"
"-4590959470529102714","создание виртуального офиса","4279860","110","1426620"
"-6289304117607109823","организация резервного копирования","6019820","221","3009910"
"2965058785176708706","администрирование сетей и серверов","2606356","145","868785"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","8110762","233","2703587"
"2994302052304582332","веб-разработка","5763740","257","2881870"
"-2038546902307346515","создание мобильных систем","3079018","59","1539509"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","5772303","364","2886151"
"2469142237839591980","организацию антивирусной защиты","3641570","208","1820785"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","5675749","177","1891916"
"-3680269178049521279","организация систем видеонаблюдения","9217948","86","4608974"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","6749304","96","2249768"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","4436315","44","2218157"
"251320525167778322","телефония","9397319","40","3132439"
"-4590959470529102714","создание виртуального офиса","6916236","289","3458118"
"-6289304117607109823","организация резервного копирования","814945","68","407472"
"2965058785176708706","администрирование сетей и серверов","4418343","312","1472781"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7950066","102","3975033"
"2994302052304582332","веб-разработка","7714530","291","2571510"
"-2038546902307346515","создание мобильных систем","7556021","307","2518673"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6257813","155","3128906"
"2469142237839591980","организацию антивирусной защиты","173654","176","86827"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8471682","46","2823894"
"-3680269178049521279","организация систем видеонаблюдения","4269638","113","2134819"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","6737236","55","3368618"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","6551006","323","2183668"
"251320525167778322","телефония","4883363","61","1627787"
"-4590959470529102714","создание виртуального офиса","7529410","224","2509803"
"-6289304117607109823","организация резервного копирования","1039583","242","519791"
"2965058785176708706","администрирование сетей и серверов","980439","118","326813"
