"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","3850488","71","1283496"
"-3680269178049521279","организация систем видеонаблюдения","4961975","64","1653991"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","1867135","212","622378"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","2326774","112","1163387"
"251320525167778322","телефония","7158837","64","3579418"
"-4590959470529102714","создание виртуального офиса","9412290","332","4706145"
"-6289304117607109823","организация резервного копирования","1915968","290","638656"
"2965058785176708706","администрирование сетей и серверов","2094175","136","1047087"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","1129377","38","376459"
"2994302052304582332","веб-разработка","8678753","150","4339376"
"-2038546902307346515","создание мобильных систем","3904415","274","1301471"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","3369852","299","1123284"
"2469142237839591980","организацию антивирусной защиты","6095157","117","3047578"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","4423216","316","1474405"
"-3680269178049521279","организация систем видеонаблюдения","6482078","335","3241039"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","8579781","301","4289890"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","7258347","60","3629173"
"251320525167778322","телефония","4072111","335","2036055"
"-4590959470529102714","создание виртуального офиса","7319199","269","2439733"
"-6289304117607109823","организация резервного копирования","4307300","354","1435766"
"2965058785176708706","администрирование сетей и серверов","6524037","53","2174679"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","3139014","251","1569507"
"2994302052304582332","веб-разработка","7738466","339","3869233"
"-2038546902307346515","создание мобильных систем","4979781","43","2489890"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","2968188","31","1484094"
"2469142237839591980","организацию антивирусной защиты","3842082","247","1280694"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","3171772","83","1585886"
"-3680269178049521279","организация систем видеонаблюдения","9581449","61","4790724"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","8494344","92","2831448"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","7982588","27","2660862"
"251320525167778322","телефония","8996240","311","4498120"
"-4590959470529102714","создание виртуального офиса","2093914","238","697971"
"-6289304117607109823","организация резервного копирования","6582473","214","2194157"
"2965058785176708706","администрирование сетей и серверов","3020699","223","1510349"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7541900","16","2513966"
"2994302052304582332","веб-разработка","1388313","256","462771"
"-2038546902307346515","создание мобильных систем","6145648","229","3072824"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","4211952","293","2105976"
"2469142237839591980","организацию антивирусной защиты","4432451","354","1477483"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","7558195","302","3779097"
"-3680269178049521279","организация систем видеонаблюдения","9004398","126","3001466"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","1657152","17","552384"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","8696994","106","4348497"
"251320525167778322","телефония","5055346","125","1685115"
"-4590959470529102714","создание виртуального офиса","5869750","154","2934875"
"-6289304117607109823","организация резервного копирования","9419902","64","4709951"
"2965058785176708706","администрирование сетей и серверов","9768401","93","3256133"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","2637167","124","879055"
"2994302052304582332","веб-разработка","4345713","292","2172856"
"-2038546902307346515","создание мобильных систем","8787190","352","4393595"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","2211401","276","1105700"
"2469142237839591980","организацию антивирусной защиты","3901958","187","1950979"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","4900927","192","2450463"
"-3680269178049521279","организация систем видеонаблюдения","9902951","172","4951475"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","415948","280","138649"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","3779842","186","1889921"
"251320525167778322","телефония","4695300","354","1565100"
"-4590959470529102714","создание виртуального офиса","6463592","238","2154530"
"-6289304117607109823","организация резервного копирования","5557925","305","2778962"
"2965058785176708706","администрирование сетей и серверов","7310871","230","3655435"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","9218071","236","4609035"
"2994302052304582332","веб-разработка","8881835","146","4440917"
"-2038546902307346515","создание мобильных систем","7800125","240","3900062"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","5579982","224","2789991"
"2469142237839591980","организацию антивирусной защиты","7161986","190","3580993"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","1386782","301","693391"
"-3680269178049521279","организация систем видеонаблюдения","2540855","144","846951"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","2697787","186","1348893"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","4590902","210","2295451"
"251320525167778322","телефония","6329134","161","3164567"
"-4590959470529102714","создание виртуального офиса","8343753","52","2781251"
"-6289304117607109823","организация резервного копирования","7062890","94","3531445"
"2965058785176708706","администрирование сетей и серверов","4168687","328","2084343"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","8642278","206","4321139"
"2994302052304582332","веб-разработка","5163735","270","2581867"
"-2038546902307346515","создание мобильных систем","6432504","194","2144168"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","9208096","321","4604048"
"2469142237839591980","организацию антивирусной защиты","8008694","364","4004347"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","2873262","360","1436631"
"-3680269178049521279","организация систем видеонаблюдения","5703934","295","1901311"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","3671386","293","1835693"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","8944527","56","4472263"
"251320525167778322","телефония","5327385","330","2663692"
"-4590959470529102714","создание виртуального офиса","9534184","298","3178061"
"-6289304117607109823","организация резервного копирования","9590142","342","3196714"
"2965058785176708706","администрирование сетей и серверов","8662410","157","2887470"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","9127556","274","4563778"
"2994302052304582332","веб-разработка","4330436","177","1443478"
"-2038546902307346515","создание мобильных систем","7855069","313","3927534"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","5950312","151","1983437"
"2469142237839591980","организацию антивирусной защиты","7676939","270","3838469"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","6583350","43","2194450"
"-3680269178049521279","организация систем видеонаблюдения","3976871","206","1325623"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","8485524","52","4242762"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","6218973","60","2072991"
"251320525167778322","телефония","234216","275","78072"
"-4590959470529102714","создание виртуального офиса","1212664","194","606332"
"-6289304117607109823","организация резервного копирования","413349","248","137783"
"2965058785176708706","администрирование сетей и серверов","4569843","203","2284921"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","6278591","201","3139295"
"2994302052304582332","веб-разработка","4183772","44","2091886"
"-2038546902307346515","создание мобильных систем","7890528","14","3945264"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6346887","352","3173443"
"2469142237839591980","организацию антивирусной защиты","2986185","213","1493092"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8944155","179","4472077"
"-3680269178049521279","организация систем видеонаблюдения","9549658","221","3183219"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","6419122","45","3209561"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","241938","196","80646"
"251320525167778322","телефония","7195429","29","3597714"
"-4590959470529102714","создание виртуального офиса","7063290","31","2354430"
"-6289304117607109823","организация резервного копирования","2356838","183","1178419"
"2965058785176708706","администрирование сетей и серверов","5693749","346","1897916"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7642650","149","3821325"
"2994302052304582332","веб-разработка","8934973","187","2978324"
"-2038546902307346515","создание мобильных систем","3333797","200","1111265"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","221487","243","110743"
"2469142237839591980","организацию антивирусной защиты","1170166","219","390055"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","504595","43","252297"
"-3680269178049521279","организация систем видеонаблюдения","8734204","174","4367102"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","716720","203","358360"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","9132312","132","4566156"
"251320525167778322","телефония","3972711","36","1324237"
"-4590959470529102714","создание виртуального офиса","3741792","225","1247264"
"-6289304117607109823","организация резервного копирования","3590187","75","1795093"
"2965058785176708706","администрирование сетей и серверов","1750318","286","583439"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","6873085","94","2291028"
"2994302052304582332","веб-разработка","5730051","50","2865025"
"-2038546902307346515","создание мобильных систем","6460973","55","3230486"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","7832159","236","3916079"
"2469142237839591980","организацию антивирусной защиты","3271539","257","1635769"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","1942579","249","971289"
"-3680269178049521279","организация систем видеонаблюдения","7351082","232","2450360"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","5076724","19","1692241"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","1431210","14","715605"
"251320525167778322","телефония","1144976","64","572488"
"-4590959470529102714","создание виртуального офиса","8095731","296","2698577"
"-6289304117607109823","организация резервного копирования","1708068","82","854034"
"2965058785176708706","администрирование сетей и серверов","2679230","227","1339615"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","3272519","198","1636259"
"2994302052304582332","веб-разработка","1341859","100","447286"
"-2038546902307346515","создание мобильных систем","9867546","201","3289182"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","8543568","133","4271784"
"2469142237839591980","организацию антивирусной защиты","6026735","169","2008911"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","844025","17","281341"
"-3680269178049521279","организация систем видеонаблюдения","7462725","167","3731362"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","1495909","53","747954"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","6359807","85","2119935"
"251320525167778322","телефония","4378880","236","1459626"
"-4590959470529102714","создание виртуального офиса","5148572","73","2574286"
"-6289304117607109823","организация резервного копирования","4958631","28","1652877"
"2965058785176708706","администрирование сетей и серверов","8743563","278","2914521"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","572937","51","190979"
"2994302052304582332","веб-разработка","5784204","198","2892102"
"-2038546902307346515","создание мобильных систем","607945","35","202648"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6141369","298","2047123"
"2469142237839591980","организацию антивирусной защиты","5730202","250","2865101"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","5539935","140","2769967"
"-3680269178049521279","организация систем видеонаблюдения","4670056","215","2335028"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","4040740","360","2020370"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","2381952","128","1190976"
"251320525167778322","телефония","2644587","342","1322293"
"-4590959470529102714","создание виртуального офиса","3515917","211","1171972"
"-6289304117607109823","организация резервного копирования","1865804","157","621934"
"2965058785176708706","администрирование сетей и серверов","6790432","109","3395216"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","4606996","259","1535665"
"2994302052304582332","веб-разработка","9073584","141","3024528"
"-2038546902307346515","создание мобильных систем","6535576","149","3267788"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","2135980","200","711993"
"2469142237839591980","организацию антивирусной защиты","2099935","178","699978"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","1148054","180","574027"
"-3680269178049521279","организация систем видеонаблюдения","6970442","34","3485221"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","3493489","241","1746744"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","5267828","46","1755942"
"251320525167778322","телефония","4167162","280","2083581"
"-4590959470529102714","создание виртуального офиса","5803773","175","2901886"
"-6289304117607109823","организация резервного копирования","8535052","252","4267526"
"2965058785176708706","администрирование сетей и серверов","7632782","266","3816391"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","5803914","288","2901957"
"2994302052304582332","веб-разработка","9022589","161","3007529"
"-2038546902307346515","создание мобильных систем","1557052","268","519017"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","8591843","101","4295921"
"2469142237839591980","организацию антивирусной защиты","4625096","161","1541698"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","7953922","187","3976961"
"-3680269178049521279","организация систем видеонаблюдения","4994995","267","2497497"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","3874347","198","1937173"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","6044913","128","3022456"
"251320525167778322","телефония","8711691","136","4355845"
"-4590959470529102714","создание виртуального офиса","4809543","164","1603181"
"-6289304117607109823","организация резервного копирования","3217870","221","1608935"
"2965058785176708706","администрирование сетей и серверов","5799003","265","1933001"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","3080275","45","1026758"
"2994302052304582332","веб-разработка","8549509","292","2849836"
"-2038546902307346515","создание мобильных систем","3911151","167","1303717"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","3907159","15","1953579"
"2469142237839591980","организацию антивирусной защиты","1431411","257","477137"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","1647877","320","823938"
"-3680269178049521279","организация систем видеонаблюдения","810159","310","405079"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","5695797","278","2847898"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","8338324","335","4169162"
"251320525167778322","телефония","1523736","199","507912"
"-4590959470529102714","создание виртуального офиса","6327359","176","3163679"
"-6289304117607109823","организация резервного копирования","786823","72","262274"
"2965058785176708706","администрирование сетей и серверов","7870254","139","3935127"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","4812606","360","1604202"
"2994302052304582332","веб-разработка","2459174","209","819724"
"-2038546902307346515","создание мобильных систем","7175166","180","2391722"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","2335202","173","1167601"
"2469142237839591980","организацию антивирусной защиты","5863764","187","2931882"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","3493738","241","1164579"
"-3680269178049521279","организация систем видеонаблюдения","2128337","260","1064168"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","3394193","333","1131397"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","4514858","347","2257429"
"251320525167778322","телефония","7516319","303","3758159"
"-4590959470529102714","создание виртуального офиса","5602428","65","2801214"
"-6289304117607109823","организация резервного копирования","6839127","283","3419563"
"2965058785176708706","администрирование сетей и серверов","750675","296","250225"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","8393097","349","2797699"
"2994302052304582332","веб-разработка","1118372","153","372790"
"-2038546902307346515","создание мобильных систем","2623944","192","874648"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","7093013","119","2364337"
"2469142237839591980","организацию антивирусной защиты","9795728","114","3265242"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","195448","356","97724"
"-3680269178049521279","организация систем видеонаблюдения","5291589","256","1763863"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","4420097","176","2210048"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","9133215","241","4566607"
"251320525167778322","телефония","8264660","130","2754886"
"-4590959470529102714","создание виртуального офиса","7002650","340","3501325"
"-6289304117607109823","организация резервного копирования","6407997","242","2135999"
"2965058785176708706","администрирование сетей и серверов","6900313","243","2300104"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","5482399","330","2741199"
"2994302052304582332","веб-разработка","7479831","315","3739915"
"-2038546902307346515","создание мобильных систем","3988348","294","1994174"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6445401","92","2148467"
"2469142237839591980","организацию антивирусной защиты","2930676","56","976892"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","2270761","259","1135380"
"-3680269178049521279","организация систем видеонаблюдения","8957999","77","4478999"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","4632676","160","2316338"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","4380926","23","1460308"
"251320525167778322","телефония","7626101","350","3813050"
"-4590959470529102714","создание виртуального офиса","7170548","189","2390182"
"-6289304117607109823","организация резервного копирования","5553421","292","2776710"
"2965058785176708706","администрирование сетей и серверов","185693","334","61897"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","688144","306","229381"
"2994302052304582332","веб-разработка","1916973","251","958486"
"-2038546902307346515","создание мобильных систем","9853156","134","3284385"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","1980933","298","990466"
"2469142237839591980","организацию антивирусной защиты","2096254","21","698751"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","9538092","266","4769046"
"-3680269178049521279","организация систем видеонаблюдения","8073244","239","2691081"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","9613925","328","4806962"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","851269","350","425634"
"251320525167778322","телефония","2787114","146","1393557"
"-4590959470529102714","создание виртуального офиса","9095639","129","3031879"
"-6289304117607109823","организация резервного копирования","2675941","223","1337970"
"2965058785176708706","администрирование сетей и серверов","1948717","296","649572"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","6300727","137","3150363"
"2994302052304582332","веб-разработка","9595313","356","4797656"
"-2038546902307346515","создание мобильных систем","5792776","132","2896388"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","5190966","176","1730322"
"2469142237839591980","организацию антивирусной защиты","8178571","111","4089285"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","3795206","251","1265068"
"-3680269178049521279","организация систем видеонаблюдения","7866353","300","2622117"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","8832374","224","2944124"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","3351195","114","1117065"
"251320525167778322","телефония","4049377","321","1349792"
"-4590959470529102714","создание виртуального офиса","2039234","244","679744"
"-6289304117607109823","организация резервного копирования","2025165","103","675055"
"2965058785176708706","администрирование сетей и серверов","987943","93","493971"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","8300130","348","4150065"
"2994302052304582332","веб-разработка","8898496","270","2966165"
"-2038546902307346515","создание мобильных систем","9001831","193","3000610"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","3204337","288","1602168"
"2469142237839591980","организацию антивирусной защиты","1239050","68","619525"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","1605907","233","802953"
"-3680269178049521279","организация систем видеонаблюдения","5783662","102","1927887"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","5431272","72","1810424"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","5059942","362","2529971"
"251320525167778322","телефония","4184617","186","2092308"
"-4590959470529102714","создание виртуального офиса","150698","17","50232"
"-6289304117607109823","организация резервного копирования","7572610","82","2524203"
"2965058785176708706","администрирование сетей и серверов","1388150","73","462716"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","8869369","357","2956456"
"2994302052304582332","веб-разработка","637878","115","318939"
"-2038546902307346515","создание мобильных систем","3803528","200","1901764"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6345273","102","2115091"
"2469142237839591980","организацию антивирусной защиты","4207621","325","2103810"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","3356063","271","1118687"
"-3680269178049521279","организация систем видеонаблюдения","1753675","225","584558"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","8086135","147","2695378"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","3555224","26","1777612"
"251320525167778322","телефония","5396091","185","1798697"
"-4590959470529102714","создание виртуального офиса","1300116","34","650058"
"-6289304117607109823","организация резервного копирования","8426218","117","4213109"
"2965058785176708706","администрирование сетей и серверов","9485999","14","4742999"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","8111716","225","4055858"
"2994302052304582332","веб-разработка","2339129","23","1169564"
"-2038546902307346515","создание мобильных систем","4859402","156","2429701"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6882005","155","2294001"
"2469142237839591980","организацию антивирусной защиты","9229168","267","4614584"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","1322764","140","440921"
"-3680269178049521279","организация систем видеонаблюдения","4332340","238","1444113"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","3350407","127","1116802"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","8555982","287","2851994"
"251320525167778322","телефония","9173453","14","4586726"
"-4590959470529102714","создание виртуального офиса","2931318","313","977106"
"-6289304117607109823","организация резервного копирования","2101270","85","1050635"
"2965058785176708706","администрирование сетей и серверов","6391615","234","2130538"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","2053280","198","684426"
"2994302052304582332","веб-разработка","3104441","137","1552220"
"-2038546902307346515","создание мобильных систем","5162378","23","1720792"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","2107663","212","702554"
"2469142237839591980","организацию антивирусной защиты","5407545","327","2703772"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","814444","224","407222"
"-3680269178049521279","организация систем видеонаблюдения","6545027","83","3272513"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","781518","101","390759"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","9421620","150","4710810"
"251320525167778322","телефония","687657","155","343828"
"-4590959470529102714","создание виртуального офиса","9029915","263","4514957"
"-6289304117607109823","организация резервного копирования","9940528","353","4970264"
"2965058785176708706","администрирование сетей и серверов","1792449","221","896224"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7292166","220","2430722"
"2994302052304582332","веб-разработка","6004872","291","3002436"
"-2038546902307346515","создание мобильных систем","5765693","127","1921897"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","386108","295","193054"
"2469142237839591980","организацию антивирусной защиты","789498","270","263166"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","5866077","301","2933038"
"-3680269178049521279","организация систем видеонаблюдения","8626837","277","4313418"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","7966139","22","2655379"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","9351081","115","3117027"
"251320525167778322","телефония","9098288","210","4549144"
"-4590959470529102714","создание виртуального офиса","4920356","362","1640118"
"-6289304117607109823","организация резервного копирования","1089888","272","544944"
"2965058785176708706","администрирование сетей и серверов","286926","78","143463"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","1106038","80","368679"
"2994302052304582332","веб-разработка","3313022","337","1104340"
"-2038546902307346515","создание мобильных систем","4134734","283","1378244"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6276612","302","2092204"
"2469142237839591980","организацию антивирусной защиты","8076171","29","4038085"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","2421623","154","807207"
"-3680269178049521279","организация систем видеонаблюдения","7564921","69","2521640"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","7945938","240","2648646"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","8794318","161","4397159"
"251320525167778322","телефония","6844705","116","2281568"
"-4590959470529102714","создание виртуального офиса","6350614","269","2116871"
"-6289304117607109823","организация резервного копирования","8160817","63","4080408"
"2965058785176708706","администрирование сетей и серверов","5294216","143","2647108"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","4681795","111","2340897"
"2994302052304582332","веб-разработка","1551505","68","517168"
"-2038546902307346515","создание мобильных систем","5949531","322","2974765"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6323021","289","3161510"
"2469142237839591980","организацию антивирусной защиты","2976435","169","992145"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8935998","155","2978666"
"-3680269178049521279","организация систем видеонаблюдения","8003889","163","4001944"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","8879931","18","2959977"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","5203824","68","2601912"
"251320525167778322","телефония","3266535","167","1088845"
"-4590959470529102714","создание виртуального офиса","3932904","259","1966452"
"-6289304117607109823","организация резервного копирования","3899231","235","1949615"
"2965058785176708706","администрирование сетей и серверов","9757982","132","4878991"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7598019","257","3799009"
"2994302052304582332","веб-разработка","1628882","351","542960"
"-2038546902307346515","создание мобильных систем","8491640","15","4245820"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","1140158","148","570079"
